Timestamp,Email Address,Experience Level,Architecture Complexity,Performance Issues,Scalability Issues,Compatibility Issues,Budget Constraints,Schedule Constraints,Scope Constraints,Resource Constraints,Market Changes,Competition,Regulatory Requirements,Skill Gaps,Turnover,Team Communication Issues
06/30/2024 05:12:07,alan90@example.net,Intermediate (3-5 years),Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No
07/24/2024 01:59:15,saramendez@example.net,Advanced (6+ years),Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes
05/12/2024 01:03:14,ftravis@example.net,Intermediate (3-5 years),No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes
01/01/2024 10:20:46,joshua83@example.org,Intermediate (3-5 years),Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No
02/13/2024 04:59:13,brownjohn@example.org,Beginner (0-2 years),Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
07/14/2024 18:33:12,mcfarlandkathryn@example.org,Beginner (0-2 years),Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No
03/31/2024 00:36:59,williamserin@example.net,Intermediate (3-5 years),Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
07/12/2024 04:45:59,yball@example.net,Advanced (6+ years),No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes
02/19/2024 22:19:48,ryanjones@example.com,Beginner (0-2 years),No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
04/13/2024 20:00:52,jroberts@example.net,Advanced (6+ years),Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
03/14/2024 13:19:32,tracymiller@example.com,Advanced (6+ years),No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No
03/01/2024 07:55:46,vaughnapril@example.net,Intermediate (3-5 years),No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No
02/15/2024 18:54:21,bakeremily@example.net,Intermediate (3-5 years),No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
03/11/2024 11:55:36,vtaylor@example.org,Intermediate (3-5 years),Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes
03/02/2024 18:35:07,nicolegutierrez@example.net,Advanced (6+ years),No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No
04/02/2024 22:41:13,scottstephen@example.net,Beginner (0-2 years),No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No
04/20/2024 08:28:03,jmiller@example.net,Beginner (0-2 years),No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
06/04/2024 21:10:51,olivia01@example.org,Intermediate (3-5 years),No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No
01/09/2024 06:05:40,sean87@example.org,Beginner (0-2 years),No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No
03/20/2024 09:28:13,ronnie10@example.net,Advanced (6+ years),Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
04/22/2024 20:10:28,steve56@example.org,Advanced (6+ years),No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes
04/07/2024 03:55:22,nicholaswilliamson@example.com,Beginner (0-2 years),No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
02/05/2024 18:47:50,carolinekim@example.org,Advanced (6+ years),Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
03/12/2024 18:59:17,wallsdanielle@example.com,Advanced (6+ years),Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No
05/22/2024 22:54:08,powellzachary@example.net,Advanced (6+ years),Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No
05/01/2024 15:07:05,dicksonmichelle@example.com,Intermediate (3-5 years),Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
06/22/2024 07:00:43,henrymaria@example.com,Intermediate (3-5 years),No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No
06/14/2024 14:01:21,jeffreyreynolds@example.net,Beginner (0-2 years),No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
03/13/2024 02:41:19,sandersjohn@example.com,Beginner (0-2 years),No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes
02/13/2024 10:54:00,donovankimberly@example.org,Beginner (0-2 years),No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
07/21/2024 10:06:29,nwoodard@example.org,Advanced (6+ years),No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No
02/18/2024 15:05:34,hsmith@example.net,Advanced (6+ years),Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
01/10/2024 21:06:42,hevans@example.com,Intermediate (3-5 years),No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No
03/05/2024 15:13:46,blakesteven@example.org,Intermediate (3-5 years),Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No
02/27/2024 14:44:15,theresa54@example.net,Beginner (0-2 years),Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No
07/11/2024 07:04:55,josegarcia@example.org,Beginner (0-2 years),Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No
03/17/2024 16:49:11,melissastrong@example.org,Advanced (6+ years),No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes
01/18/2024 22:05:42,ywagner@example.com,Intermediate (3-5 years),No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No
07/29/2024 14:38:29,robertsmith@example.com,Intermediate (3-5 years),Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No
06/28/2024 05:10:42,gonzalesalicia@example.com,Advanced (6+ years),Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes
01/13/2024 14:14:52,seanmorales@example.org,Beginner (0-2 years),Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes
06/21/2024 08:50:43,amycooper@example.com,Intermediate (3-5 years),Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No
03/15/2024 12:56:50,hermanmatthew@example.net,Intermediate (3-5 years),Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No
03/24/2024 05:23:19,jessica62@example.com,Intermediate (3-5 years),Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No
07/21/2024 18:30:07,vrichards@example.net,Intermediate (3-5 years),No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No
05/05/2024 13:55:57,xsutton@example.net,Intermediate (3-5 years),Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No
04/13/2024 07:16:49,jonesglenn@example.net,Advanced (6+ years),Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes
07/04/2024 06:35:41,mary34@example.net,Advanced (6+ years),Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes
04/10/2024 17:44:15,christophermorris@example.com,Advanced (6+ years),Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes
03/25/2024 02:14:25,jessicabrady@example.org,Beginner (0-2 years),Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No
01/05/2024 07:56:29,kaitlynparks@example.com,Intermediate (3-5 years),No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes
03/31/2024 12:52:38,steve27@example.com,Advanced (6+ years),Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No
04/23/2024 05:32:06,antonio09@example.net,Intermediate (3-5 years),No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes
04/23/2024 04:57:43,millerkelly@example.com,Intermediate (3-5 years),Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
04/28/2024 05:20:59,brendasmith@example.com,Intermediate (3-5 years),Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
07/27/2024 08:58:58,johnfitzpatrick@example.com,Intermediate (3-5 years),No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes
03/05/2024 21:36:55,john65@example.org,Beginner (0-2 years),Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No
07/26/2024 17:18:04,pamelamccarthy@example.com,Advanced (6+ years),No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
01/27/2024 02:23:10,xjones@example.org,Advanced (6+ years),No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes
04/03/2024 06:00:07,andrewlane@example.org,Beginner (0-2 years),No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
01/24/2024 10:02:50,michellecarroll@example.com,Intermediate (3-5 years),No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes
04/25/2024 18:12:23,chrisray@example.net,Intermediate (3-5 years),No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
05/18/2024 18:48:02,johnsheather@example.org,Beginner (0-2 years),No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No
07/18/2024 07:05:34,spotts@example.net,Beginner (0-2 years),Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No
07/18/2024 05:47:55,wyoung@example.org,Beginner (0-2 years),No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
03/31/2024 03:58:40,jacksonrebecca@example.net,Advanced (6+ years),Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes
06/18/2024 16:47:55,kayla15@example.net,Intermediate (3-5 years),Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No
01/27/2024 20:29:39,lmata@example.org,Advanced (6+ years),No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
06/23/2024 22:19:35,ldavis@example.org,Intermediate (3-5 years),No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes
04/06/2024 22:44:00,michael74@example.com,Advanced (6+ years),No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes
07/07/2024 13:44:27,burkelori@example.org,Beginner (0-2 years),Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
01/29/2024 02:51:20,elizabethmiles@example.com,Advanced (6+ years),No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No
04/13/2024 21:10:07,kelly88@example.org,Beginner (0-2 years),No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No
04/27/2024 23:00:16,charlesclark@example.com,Intermediate (3-5 years),Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes
05/12/2024 12:14:05,betty62@example.net,Intermediate (3-5 years),No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
05/31/2024 07:26:19,cherylbaker@example.com,Intermediate (3-5 years),Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes
06/12/2024 02:44:17,gary78@example.net,Beginner (0-2 years),No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
01/18/2024 06:13:11,iedwards@example.com,Beginner (0-2 years),Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No
03/19/2024 01:22:40,feliciawells@example.net,Beginner (0-2 years),No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
06/17/2024 02:13:24,jerryshannon@example.net,Beginner (0-2 years),Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
01/19/2024 18:14:12,prodriguez@example.org,Beginner (0-2 years),No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No
03/17/2024 02:40:26,lindsey66@example.org,Beginner (0-2 years),No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes
07/28/2024 12:24:02,uphillips@example.com,Intermediate (3-5 years),Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
05/05/2024 10:15:10,kwalker@example.com,Beginner (0-2 years),No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes
02/25/2024 07:52:54,melissa07@example.com,Advanced (6+ years),No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No
03/08/2024 18:50:36,johnsonmelanie@example.com,Advanced (6+ years),Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes
04/17/2024 10:57:13,alexataylor@example.com,Intermediate (3-5 years),Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes
01/04/2024 23:54:53,keith16@example.com,Intermediate (3-5 years),No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes
04/13/2024 16:11:53,hortontasha@example.net,Intermediate (3-5 years),Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
02/21/2024 01:27:10,byrdmichael@example.net,Advanced (6+ years),No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No
02/20/2024 08:08:27,pamelawebb@example.com,Intermediate (3-5 years),No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
07/23/2024 23:41:07,michael76@example.com,Intermediate (3-5 years),Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No
06/29/2024 11:25:25,nathanlittle@example.net,Beginner (0-2 years),Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
01/27/2024 23:45:41,paulblackwell@example.net,Intermediate (3-5 years),No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No
04/10/2024 06:05:54,diane05@example.com,Advanced (6+ years),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes
06/25/2024 12:40:44,hwilliams@example.com,Intermediate (3-5 years),No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No
03/27/2024 08:27:57,roy03@example.com,Intermediate (3-5 years),Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No
01/23/2024 18:27:09,johnsanchez@example.com,Beginner (0-2 years),No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No
02/22/2024 00:24:16,charlescollins@example.com,Beginner (0-2 years),No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
03/30/2024 17:12:22,eanderson@example.net,Intermediate (3-5 years),No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes
03/10/2024 15:13:17,jordansullivan@example.net,Intermediate (3-5 years),No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
02/08/2024 14:14:11,ellen12@example.org,Advanced (6+ years),No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No
04/07/2024 09:41:14,nsmith@example.org,Intermediate (3-5 years),No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes
02/15/2024 22:26:17,schaeferallen@example.org,Advanced (6+ years),No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes
03/31/2024 12:11:36,tina96@example.net,Advanced (6+ years),Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No
05/11/2024 19:53:40,sgalvan@example.org,Intermediate (3-5 years),Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes
07/15/2024 18:25:47,petersonjulie@example.com,Advanced (6+ years),Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No
07/25/2024 01:25:33,anna87@example.org,Advanced (6+ years),No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
05/10/2024 15:15:30,johnsonleslie@example.org,Beginner (0-2 years),Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No
03/20/2024 23:17:18,ericcook@example.org,Intermediate (3-5 years),Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No
06/10/2024 19:38:54,smithbrittany@example.com,Intermediate (3-5 years),Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No
02/11/2024 11:05:14,smyers@example.org,Intermediate (3-5 years),Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No
01/05/2024 11:03:22,lcollins@example.com,Advanced (6+ years),No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes
05/30/2024 11:12:24,fsanchez@example.org,Intermediate (3-5 years),No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No
01/26/2024 05:49:28,tony12@example.com,Intermediate (3-5 years),Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes
03/28/2024 04:05:32,tpeterson@example.com,Intermediate (3-5 years),No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes
03/06/2024 08:50:39,treed@example.com,Advanced (6+ years),No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
01/05/2024 07:46:31,bduncan@example.com,Beginner (0-2 years),No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
01/16/2024 06:26:39,chrislopez@example.net,Intermediate (3-5 years),No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
03/18/2024 05:19:59,dawn90@example.net,Beginner (0-2 years),No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No
05/16/2024 06:51:38,fchen@example.org,Intermediate (3-5 years),Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
04/07/2024 19:01:28,bennettryan@example.com,Intermediate (3-5 years),No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No
04/19/2024 19:52:07,bwright@example.net,Advanced (6+ years),Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
06/23/2024 03:30:38,victoriarussell@example.com,Beginner (0-2 years),No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
03/29/2024 11:47:16,cruzricky@example.org,Advanced (6+ years),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
02/29/2024 14:42:07,michael73@example.org,Beginner (0-2 years),Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
07/21/2024 11:57:16,davisgary@example.net,Advanced (6+ years),No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No
03/08/2024 15:03:30,gharrington@example.org,Beginner (0-2 years),Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes
01/03/2024 22:23:02,mmaynard@example.com,Advanced (6+ years),No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes
07/01/2024 06:50:42,nsteele@example.org,Beginner (0-2 years),Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
03/11/2024 23:47:15,swarren@example.org,Beginner (0-2 years),Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes
04/16/2024 00:25:20,david77@example.net,Beginner (0-2 years),No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes
01/06/2024 22:22:30,obrooks@example.net,Beginner (0-2 years),Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
05/15/2024 08:34:44,craig42@example.org,Intermediate (3-5 years),No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes
07/07/2024 08:58:51,charlesscott@example.org,Advanced (6+ years),Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
01/21/2024 06:26:18,michael73@example.org,Beginner (0-2 years),No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No
07/31/2024 08:50:40,josephknight@example.org,Beginner (0-2 years),Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
08/01/2024 06:44:41,montgomerystephen@example.org,Intermediate (3-5 years),Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No
01/10/2024 00:51:54,pray@example.net,Advanced (6+ years),No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes
01/11/2024 13:07:07,william92@example.net,Intermediate (3-5 years),No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes
03/23/2024 03:15:40,alexander10@example.net,Beginner (0-2 years),Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
06/02/2024 20:21:28,lisa63@example.com,Beginner (0-2 years),No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No
03/03/2024 17:04:31,april64@example.com,Beginner (0-2 years),Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
07/03/2024 09:56:16,marshallshari@example.org,Beginner (0-2 years),Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes
01/29/2024 11:39:37,markmay@example.com,Beginner (0-2 years),Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
05/18/2024 05:27:34,kboyd@example.net,Intermediate (3-5 years),No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
03/31/2024 15:40:35,hernandezamy@example.org,Beginner (0-2 years),No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes
01/18/2024 02:38:35,ronald09@example.org,Advanced (6+ years),No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No
04/08/2024 18:56:03,gedwards@example.net,Advanced (6+ years),Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes
04/18/2024 08:36:25,martinpatrick@example.org,Advanced (6+ years),Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes
07/23/2024 00:14:08,blacklauren@example.net,Beginner (0-2 years),Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes
05/31/2024 21:55:06,thompsonmichael@example.net,Beginner (0-2 years),No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes
04/02/2024 18:52:58,marymcintyre@example.org,Advanced (6+ years),Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No
07/13/2024 18:58:13,hallbarbara@example.net,Beginner (0-2 years),No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes
01/04/2024 13:59:21,sara49@example.com,Advanced (6+ years),No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
01/29/2024 20:28:31,acurtis@example.com,Advanced (6+ years),No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
05/11/2024 16:29:09,ustein@example.org,Beginner (0-2 years),No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
05/23/2024 12:09:04,reneemiller@example.net,Intermediate (3-5 years),No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes
06/11/2024 15:10:16,edwardsmith@example.org,Intermediate (3-5 years),Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No
01/27/2024 22:28:13,jonathan18@example.com,Intermediate (3-5 years),Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes
02/28/2024 06:38:40,keith00@example.net,Beginner (0-2 years),Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes
02/05/2024 18:22:25,whill@example.net,Beginner (0-2 years),Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes
06/08/2024 00:30:01,ojohnson@example.com,Intermediate (3-5 years),No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes
04/08/2024 10:09:00,elopez@example.org,Beginner (0-2 years),No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No
05/16/2024 15:06:57,pamela68@example.net,Beginner (0-2 years),No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
01/01/2024 04:11:55,richard66@example.net,Intermediate (3-5 years),Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No
03/21/2024 11:21:51,garydavidson@example.org,Advanced (6+ years),Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes
02/06/2024 10:04:02,sheryl63@example.org,Advanced (6+ years),No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
04/07/2024 03:26:44,rperkins@example.org,Beginner (0-2 years),Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
06/13/2024 00:47:00,odavis@example.com,Advanced (6+ years),Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes
03/25/2024 14:49:16,joel36@example.net,Intermediate (3-5 years),Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes
07/03/2024 11:41:33,wardkatherine@example.org,Intermediate (3-5 years),No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes
03/14/2024 14:41:20,heidi48@example.net,Advanced (6+ years),Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No
06/20/2024 01:42:06,rhonda58@example.net,Intermediate (3-5 years),No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No
01/16/2024 03:59:01,blee@example.net,Advanced (6+ years),Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No
05/31/2024 00:57:57,bwilson@example.net,Advanced (6+ years),No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No
02/19/2024 16:17:25,benjaminrobertson@example.org,Intermediate (3-5 years),Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes
07/05/2024 18:14:58,laura45@example.org,Advanced (6+ years),Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
07/11/2024 11:01:14,amanda18@example.net,Beginner (0-2 years),No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No
05/16/2024 13:59:35,hhuff@example.com,Beginner (0-2 years),No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes
03/16/2024 06:58:03,lisahahn@example.com,Advanced (6+ years),No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
06/06/2024 23:38:42,vsmith@example.net,Intermediate (3-5 years),Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No
01/28/2024 13:43:54,elizabeth67@example.net,Intermediate (3-5 years),No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes
